user_id,traffic_session,total_click,total_order,total_item,revenue,total_session,recency,cluster,PCA1,PCA2
10177,YouTube,2,1,4,187.64000701904297,2,152.0,1,-0.13762581049413256,0.018563005436408427
10199,Facebook,2,1,4,72.2400016784668,2,274.0,1,-0.12682432894166482,0.01669641028609985
10201,Facebook,3,2,5,389.87998962402344,3,152.0,1,-0.11751554900513889,0.015115544105833897
1021,Adwords,1,1,1,29.989999771118164,1,244.0,1,-0.2986951838891988,0.05601083375228203
10213,Adwords,3,2,5,446.0,3,31.0,1,-0.12025263780834639,0.015556864940398936
10225,Email,1,1,1,19.989999771118164,1,336.0,0,-0.20193928634289637,0.39523683090614464
10226,Email,2,1,4,166.5999984741211,2,31.0,1,-0.17390420236675955,0.02508079172934597
10227,Email,1,1,1,36.0,1,183.0,0,0.21512943174710597,0.5771856851621333
10230,Email,2,1,4,21.31999969482422,2,0.0,1,-0.15183309997975614,0.021199913705487686
10236,YouTube,1,1,1,39.9900016784668,1,61.0,1,-0.026726869449570773,-0.11338612500881062
10240,YouTube,1,1,1,129.9499969482422,1,92.0,1,-0.045966870403420707,-0.07117336584881755
10246,YouTube,2,1,4,262.9000015258789,2,0.0,1,-0.13203358362471612,0.017611101661326862
10247,YouTube,5,2,17,642.7600030899048,5,121.0,1,-0.11428649278058237,0.01459686954579663
10263,Email,1,1,1,42.9900016784668,1,92.0,2,0.7378526026210762,0.055903075090592086
10264,Email,1,1,1,15.0,1,336.0,0,-0.20162196113840702,0.3939391270785372
10268,Adwords,1,1,1,59.9900016784668,1,336.0,1,-0.23246783816328465,0.1009834410921064
10273,Adwords,1,1,1,35.0,1,92.0,1,-0.19771115035082937,-0.5694932615931957
10280,Email,3,1,9,410.81999015808105,3,0.0,1,-0.12126364964256407,0.015712140303841587
10299,Adwords,5,2,17,2321.800033569336,5,92.0,1,-0.11371690529856583,0.01450705494492518
10308,Adwords,3,1,9,236.76000022888184,3,244.0,1,-0.11788550319731057,0.015169174631843644
10310,Adwords,1,1,1,4.989999771118164,1,92.0,1,-0.19602004653277266,-0.5579970747548044
10318,Email,2,1,4,199.20000457763672,2,244.0,1,-0.15861656379502237,0.02224243348959726
1032,Email,2,2,2,132.98999977111816,2,0.0,1,-0.11915348100725298,0.01277633623854421
10324,Email,2,1,4,406.0,2,0.0,1,-0.14864147266700942,0.020599670922427732
10325,Email,1,1,1,26.350000381469727,1,31.0,2,0.7695009130065754,-0.20954029461220808
10326,Email,1,1,1,134.9199981689453,1,274.0,0,-0.1541086413572996,0.5806091080292536
10343,YouTube,1,1,1,32.0,1,244.0,1,-0.16544305161028558,0.12173838698238548
10345,YouTube,4,1,16,1559.3199920654297,4,31.0,1,-0.11418923224351701,0.014581562380231405
10351,Email,1,1,1,19.989999771118164,1,92.0,2,0.729301486826011,0.05564322371068208
10354,Adwords,2,1,4,347.0,2,274.0,1,-0.1380279530624167,0.018592583376039078
10357,Adwords,1,1,1,39.97999954223633,1,244.0,1,-0.2993506112864539,0.05616296761074758
10358,Adwords,1,1,1,5.989999771118164,1,31.0,1,-0.1481229875696385,-0.6196762121658941
10370,Adwords,3,1,9,248.94000434875488,3,0.0,1,-0.11916538982825163,0.015375426104187384
10375,Adwords,2,1,4,169.12000274658203,2,213.0,1,-0.15180034333614026,0.020983266254378994
10378,Adwords,2,1,4,640.0,2,0.0,1,-0.12260666174693048,0.01600402200252229
10383,Adwords,1,1,1,63.970001220703125,1,213.0,1,-0.2963466688029273,-0.027058306094309002
10398,Email,2,1,4,487.4800109863282,2,92.0,1,-0.148774892678539,0.020617188875757215
10399,Email,1,1,1,38.75,1,274.0,0,-0.1566196496631595,0.6220225940150621
10413,Adwords,2,1,4,259.6400032043457,2,31.0,1,-0.15533258962218424,0.021625284832176118
10422,Adwords,1,1,1,119.9499969482422,1,244.0,1,-0.2910893587764193,0.05438596402827336
10423,Facebook,1,1,1,59.9900016784668,1,213.0,1,-0.15043189480107602,0.10628298113623487
10428,Adwords,2,1,4,198.20000076293942,2,61.0,1,-0.16112505394444945,0.022629355498290857
10430,Adwords,1,1,1,7.900000095367431,1,336.0,1,-0.23007568428601075,0.09935343834363525
10437,Adwords,2,1,4,277.1600036621094,2,336.0,1,-0.13018832267830532,0.017251138718045865
10452,Adwords,1,1,1,75.0,1,244.0,1,-0.29864616206106054,0.05603071476009232
10460,Adwords,3,1,9,574.4699993133545,3,121.0,1,-0.12092442518075948,0.01565506133783486
10462,Email,1,1,1,146.05999755859375,1,213.0,0,0.03795107762515193,0.6030835168154663
10470,Email,1,1,1,35.0,1,121.0,2,0.5969417633206051,0.23999432032187912
10480,Email,1,1,1,12.949999809265137,1,61.0,2,0.793651216221711,-0.10835597422574919
10485,Email,2,1,4,392.0,2,183.0,1,-0.15445911583188482,0.021582366697626944
10491,Email,1,1,1,26.0,1,305.0,0,-0.1964342083401398,0.520102099784889
10495,Email,3,1,9,809.9699993133545,3,121.0,1,-0.11903423503380792,0.015353657804016011
10498,Adwords,1,1,1,11.970000267028809,1,92.0,1,-0.19654693021340586,-0.5616034640654703
105,YouTube,2,1,4,363.0999946594238,2,274.0,1,-0.12635200158168491,0.016609033594147674
10500,Adwords,3,2,5,211.55999946594238,3,31.0,1,-0.12230429234241437,0.015889767469752136
10515,Email,1,1,1,95.0,1,121.0,2,0.586225032996076,0.23610617490744673
10517,Adwords,1,1,1,14.550000190734863,1,274.0,1,-0.28648677032297165,0.09822763569781114
1052,Adwords,1,1,1,15.0,1,0.0,1,-0.13302010725739596,-0.538793162982311
10532,YouTube,1,1,1,55.0,1,244.0,1,-0.16569215170377954,0.12214502866096062
10547,Email,1,1,1,59.5,1,305.0,0,-0.19703801340634958,0.5229444368208047
10548,Email,1,1,1,950.0,1,305.0,1,-0.11372787102840202,0.014712756627942277
10554,Adwords,1,1,1,49.5,1,31.0,1,-0.1489783887377004,-0.6337406892316881
10580,Adwords,2,2,2,81.73999977111816,2,61.0,1,-0.1354573348176742,0.00426259462554656
10584,Email,1,1,1,100.8000030517578,1,213.0,0,0.04843488525586002,0.6438392381929199
1059,Organic,1,1,1,29.5,1,244.0,1,-0.15192984831800768,0.11267477869203023
10592,Adwords,2,1,4,124.97999954223633,2,61.0,1,-0.15878438341563933,0.022229264332803755
10596,Adwords,1,1,1,98.0,1,244.0,1,-0.2956773807378256,0.05538825915381233
10597,Adwords,2,1,4,119.90000152587889,2,31.0,1,-0.1541223566224527,0.021421507247179183
106,Organic,1,1,1,89.98999786376953,1,152.0,1,-0.08489155612333443,0.027256030810573567
10605,Email,6,2,20,1795.7999954223633,6,31.0,1,-0.11366631295878281,0.014499101663411248
10631,Adwords,2,1,4,101.9000015258789,2,31.0,1,-0.15301130216733927,0.021231195353435678
10637,Adwords,2,2,2,45.989999771118164,2,0.0,1,-0.1293908052976763,0.005341221226795247
10640,Adwords,1,1,1,49.9900016784668,1,92.0,1,-0.19798384272866268,-0.5712424917411997
10647,Facebook,1,1,1,118.0,1,31.0,1,-0.029691489765038503,-0.12237640470607504
10658,Email,4,1,16,1046.9200286865234,4,0.0,1,-0.11756260448224574,0.01511700050648471
10669,Email,1,1,1,11.670000076293944,1,31.0,2,0.7604483098458825,-0.20720803889044756
10672,Email,1,1,1,36.9900016784668,1,0.0,2,0.6426689114440564,-0.24073540961022932
10688,Email,1,1,1,14.649999618530272,1,92.0,2,0.72602067745005,0.055519924655506744
10693,Email,2,2,2,216.95000076293945,2,152.0,1,-0.1243016668803867,0.023955715359962527
10705,Adwords,1,1,1,19.989999771118164,1,152.0,1,-0.2552521823593949,-0.2911654177513565
10706,Adwords,1,1,1,55.0,1,183.0,1,-0.2815694223051549,-0.1448025742888604
10713,Adwords,1,1,1,20.989999771118164,1,61.0,1,-0.1697071128918812,-0.6360946439569938
1072,Organic,5,2,17,459.54000091552734,5,61.0,1,-0.11410214881152553,0.014567815077817216
10721,YouTube,1,1,1,40.0,1,183.0,1,-0.1247210509221248,0.07290194238849312
10725,Email,1,1,1,19.989999771118164,1,336.0,0,-0.20193928634289646,0.3952368309061445
10732,Facebook,1,1,1,149.0,1,61.0,1,-0.03584280659685508,-0.10302497746733846
10752,Email,4,1,16,751.7600021362305,4,336.0,1,-0.11602932848313721,0.014873048624811204
10756,Email,1,1,1,10.020000457763672,1,183.0,0,0.21007454041429047,0.5687720198283186
10760,Email,1,1,1,11.25,1,0.0,2,0.6311051405109709,-0.23680856623409044
10774,Email,2,1,4,97.79999923706055,2,92.0,1,-0.1767423731248592,0.025603106452983578
10775,Email,4,1,16,464.5600051879883,4,305.0,1,-0.11596001234008736,0.014861912390115422
10779,Email,1,1,1,44.0,1,274.0,0,-0.1566831716271587,0.6226514380115884
10786,Email,1,1,1,10.989999771118164,1,305.0,0,-0.1955570636049013,0.5150759370363963
10788,Email,2,1,4,300.54000091552734,2,0.0,1,-0.15896399352381602,0.022426591639445225
1080,Email,1,1,1,21.600000381469727,1,213.0,0,0.05103265503238799,0.654184328277324
10805,Adwords,1,1,1,99.0,1,183.0,1,-0.2777869019736739,-0.14116866044335213
10807,Adwords,1,1,1,27.63999938964844,1,244.0,1,-0.29848618284234996,0.05596289045297282
10808,Adwords,3,1,9,427.65000915527344,3,274.0,1,-0.11843603118676325,0.015255951439789752
10815,Adwords,1,1,1,54.950000762939446,1,183.0,1,-0.28156996923710115,-0.14480313685125645
1082,Email,1,1,1,39.5,1,61.0,2,0.8070176829775757,-0.11028671770838688
10828,Facebook,2,2,2,85.98999977111816,2,152.0,1,-0.12200949190050095,0.016075145927371963
10855,Email,1,1,1,48.97999954223633,1,121.0,2,0.5991179014213092,0.24056429176782018
1086,Email,1,1,1,10.989999771118164,1,274.0,0,-0.1558934642331254,0.613043458699857
10867,Adwords,1,1,1,11.090000152587892,1,61.0,1,-0.169277817412008,-0.6313156353837157
10877,Facebook,1,1,1,36.9900016784668,1,274.0,1,-0.17236327336892715,0.12197976217635252
10889,Email,1,1,1,39.9900016784668,1,274.0,0,-0.1566367938320157,0.6222020993719433
10894,Email,3,1,9,905.8500022888184,3,183.0,1,-0.11705864620601915,0.015037916500564958
10896,Email,1,1,1,23.0,1,31.0,2,0.7677708560482575,-0.20909313306464228
10897,Email,1,1,1,68.95999908447266,1,213.0,0,0.05202158606365089,0.6578503745549223
1090,Email,1,1,1,69.98999786376953,1,183.0,0,0.2149076929816271,0.5764960230047361
10902,Adwords,2,2,2,75.66999816894531,2,183.0,1,-0.1323970127081789,0.013595785289709792
10919,Adwords,3,2,5,218.72000122070312,3,152.0,1,-0.12208131435322911,0.015853552518945022
10920,Adwords,2,1,4,99.93999862670898,2,183.0,1,-0.1523131251317051,0.021098081715845343
10923,Email,1,1,1,36.0,1,31.0,2,0.7733591117876503,-0.21054319563564214
10929,Email,3,2,5,186.88999938964844,3,274.0,1,-0.1200304471852095,0.015521787029200406
10930,Email,2,1,4,153.9800033569336,2,121.0,1,-0.1788193161284508,0.025953415108025128
10932,Email,2,1,4,324.97999572753906,2,183.0,1,-0.16227237564852368,0.02295733244674678
10936,Email,4,1,16,757.9599990844727,4,274.0,1,-0.11767153832675922,0.015133610606558528
10939,Email,4,1,16,1115.6800079345703,4,336.0,1,-0.11501028462416339,0.01471162500468505
1095,Email,1,1,1,19.989999771118164,1,305.0,0,-0.19612727007234843,0.518363770191301
10957,Email,1,1,1,39.9900016784668,1,274.0,0,-0.15663679383201565,0.6222020993719435
10966,Organic,1,1,1,114.0,1,213.0,1,-0.13500411049335978,0.09548765615323203
10972,Email,1,1,1,68.0,1,0.0,2,0.6430442443433514,-0.24089680032644134
10974,Email,1,1,1,49.9900016784668,1,31.0,2,0.7759555496482661,-0.21123744198693567
10975,Email,1,1,1,98.0,1,305.0,0,-0.19541360110616535,0.5119037932739319
1098,Email,1,1,1,44.0,1,92.0,2,0.7380178330078364,0.055904322384183344
10980,YouTube,1,1,1,79.0,1,121.0,1,-0.06546775482667491,-0.02856703797345884
10984,Email,1,1,1,128.0,1,213.0,0,0.0428350998752776,0.6220555311705583
11000,Adwords,1,1,1,40.540000915527344,1,92.0,1,-0.19785693899441334,-0.5704538598971334
11002,Adwords,2,1,4,263.9599952697754,2,183.0,1,-0.15486976004285818,0.021527371203661473
11003,Adwords,4,2,8,386.9800033569336,4,31.0,1,-0.1149827452677298,0.014706757620910909
11005,Adwords,1,1,1,74.94999694824217,1,61.0,1,-0.17009034930685415,-0.6392018453538527
11012,Adwords,1,1,1,18.0,1,305.0,1,-0.2634159209260291,0.11047684914315845
11027,Email,5,2,13,619.8500003814697,5,31.0,1,-0.11397466642065857,0.014547587218666162
1104,Adwords,2,1,4,382.0,2,0.0,1,-0.14078304712831582,0.01912080082998017
11045,Adwords,1,1,1,9.989999771118164,1,274.0,1,-0.2858364986235277,0.09791668019904938
11066,Adwords,1,1,1,55.959999084472656,1,244.0,1,-0.29960879589905615,0.056231116421327075
11068,YouTube,3,2,5,430.3399963378906,3,0.0,1,-0.11663067693406695,0.014973896749372106
11074,YouTube,1,1,1,140.0,1,61.0,1,-0.0331645228904194,-0.10367606254382093
11079,Email,1,1,1,69.5,1,121.0,2,0.5971407636157577,0.23976590631811553
1108,YouTube,1,1,1,25.0,1,213.0,1,-0.14846464050813032,0.10480031742045103
11089,Email,2,1,4,91.9000015258789,2,31.0,1,-0.16906738314857164,0.024237379984978966
1109,YouTube,5,2,13,655.7200050354004,5,61.0,1,-0.1137134706670493,0.014506520215003796
111,Organic,1,1,1,24.0,1,31.0,1,-0.019912877729747102,-0.10959140595715182
11108,Organic,1,1,1,129.99000549316406,1,92.0,1,-0.03818956510810332,-0.06003519693704313
11116,Email,7,2,25,875.8399906158447,7,183.0,1,-0.11369982536971081,0.014504366987843133
11124,Adwords,1,1,1,89.0,1,31.0,1,-0.14859845476824884,-0.6248915994506399
11128,Email,1,1,1,68.0,1,213.0,0,0.05207737493793097,0.6580700525034046
1113,Adwords,1,1,1,75.5999984741211,1,92.0,1,-0.19755518096550834,-0.5679891782218783
11141,Email,1,1,1,34.5,1,31.0,2,0.7728696351409584,-0.21041524509249207
11147,Facebook,1,1,1,11.989999771118164,1,31.0,1,-0.02732053949789324,-0.12608985265272982
1115,Adwords,1,1,1,44.650001525878906,1,183.0,1,-0.2814984203541379,-0.1447438959656361
11150,Facebook,2,1,4,299.9799995422363,2,152.0,1,-0.13565560293211726,0.01822418728957472
11151,Facebook,3,2,5,250.95000076293945,3,31.0,1,-0.11824822888884909,0.015234183050528989
11153,Email,3,2,5,284.3799934387207,3,121.0,1,-0.1260130307201787,0.016497951077056282
11166,Adwords,1,1,1,64.98999786376953,1,183.0,1,-0.28128714153050616,-0.14452569491365708
11168,Adwords,2,1,4,159.96000289916992,2,183.0,1,-0.15542772894760568,0.021628224492256275
1118,YouTube,1,1,1,52.0,1,121.0,1,-0.06509656412892635,-0.02891431659608084
11183,Facebook,3,2,5,253.22999572753906,3,183.0,1,-0.11772658453728568,0.015149503440447895
11186,Adwords,2,1,4,193.9599952697754,2,152.0,1,-0.1594700443321402,0.022338981951806645
11190,Adwords,1,1,1,36.950000762939446,1,92.0,1,-0.1977684667845106,-0.5698732642113831
11194,Adwords,1,1,1,28.950000762939453,1,31.0,1,-0.14873888408623406,-0.6301792503555256
11196,Adwords,2,1,4,262.5,2,61.0,1,-0.15975308298660287,0.022391082726525263
11211,Email,1,1,1,39.9900016784668,1,244.0,0,-0.07621898643854703,0.6722096205517113
11215,Email,1,1,1,60.0,1,61.0,2,0.8082922332926169,-0.11055102545659715
11216,Email,2,1,4,235.95999908447266,2,152.0,1,-0.1742029755284287,0.025101952655118106
11222,Adwords,1,1,1,178.0,1,31.0,1,-0.14408040846252934,-0.5370460413627719
11225,Adwords,1,1,1,31.989999771118164,1,31.0,1,-0.14879310809095458,-0.6310578346785053
11231,YouTube,1,1,1,34.9900016784668,1,61.0,1,-0.026861057582849013,-0.1132016942766414
11233,YouTube,1,1,1,39.9900016784668,1,31.0,1,-0.02496997887211212,-0.1269569364796746
11236,Organic,1,1,1,68.0,1,152.0,1,-0.08455083613974058,0.027422154339044807
1125,Adwords,2,2,2,95.98999977111816,2,31.0,1,-0.13348378946153758,0.00432862349360737
11251,Email,1,1,1,12.0600004196167,1,183.0,0,0.21063155992489677,0.5697069681037237
11257,Email,1,1,1,79.0,1,0.0,2,0.6396020986849958,-0.23974863814534142
11267,Adwords,2,1,4,183.89999389648438,2,244.0,1,-0.1474180259323668,0.02020934709749835
1127,Adwords,2,2,2,73.4900016784668,2,92.0,1,-0.13596377591070424,0.005671622374550948
11276,Email,1,1,1,119.4499969482422,1,31.0,2,0.7369218648703607,-0.20150790567901283
11280,Facebook,2,2,2,182.3300018310547,2,0.0,1,-0.12008092132784025,0.01340121678116963
11293,YouTube,1,1,1,55.0,1,61.0,1,-0.026592222076957578,-0.11354503304669158
11308,Adwords,1,1,1,58.0,1,274.0,1,-0.28900670361183,0.09941505844981054
11312,Adwords,2,1,4,87.95999908447266,2,213.0,1,-0.14790064968308142,0.020322479842531903
11325,Organic,2,1,4,169.0,2,336.0,1,-0.12115005558295751,0.015741792203772486
11329,Email,2,2,2,55.69000244140625,2,61.0,1,-0.11940546217882289,0.01583673617518919
11331,Email,1,1,1,85.0,1,121.0,2,0.5916036485096517,0.23788707868041936
11337,Email,1,1,1,64.98999786376953,1,121.0,2,0.5981016804807349,0.24010758801881554
11343,YouTube,1,1,1,30.399999618530277,1,0.0,1,-0.03589852514985647,-0.11658111752316351
11344,YouTube,1,1,1,53.0,1,0.0,1,-0.035495676335666186,-0.11718132065675152
1135,Email,2,1,4,147.9800033569336,2,0.0,1,-0.16230030319446273,0.023031051607875823
11352,YouTube,2,1,4,93.88000106811522,2,336.0,1,-0.1227628526727629,0.01600392589158598
11353,YouTube,1,1,1,42.9900016784668,1,61.0,1,-0.026667742481019868,-0.11346529542458668
11355,Email,1,1,1,11.630000114440918,1,305.0,0,-0.19560194681354848,0.5153365937413629
11362,Email,5,2,17,632.9200057983398,5,244.0,1,-0.11440631410526833,0.01461571760668233
11364,Email,1,1,1,67.98999786376953,1,213.0,0,0.05207793977797928,0.6580722776904225
11369,Adwords,1,1,1,27.0,1,92.0,1,-0.19740808505078147,-0.5674601561651507
11378,Adwords,1,1,1,110.0,1,336.0,1,-0.228648853862054,0.09809729528444514
11384,Organic,1,1,1,25.0,1,61.0,1,-0.02035273840259776,-0.09725755459298696
11398,YouTube,1,1,1,69.0,1,61.0,1,-0.02682972898698296,-0.11315923764681907
114,Organic,1,1,1,34.95000076293945,1,244.0,1,-0.15201089737981863,0.11287802691195266
11403,Facebook,2,2,2,257.0,2,336.0,1,-0.11675982935254751,0.015863494566068934
11406,Email,4,3,6,372.9799995422363,4,152.0,1,-0.11480569729959518,0.014679024427478132
11413,Email,1,1,1,136.0,1,92.0,2,0.6804576324960171,0.05258205408008071
11415,Adwords,2,2,2,127.5,2,0.0,1,-0.12983449724840065,0.005972139858540533
11423,Email,3,2,5,357.6800003051758,3,121.0,1,-0.12506247339494786,0.016342029849421836
11427,Email,1,1,1,59.5,1,31.0,2,0.7756829952768376,-0.21119267967547398
11430,Email,2,1,4,502.63999938964844,2,0.0,1,-0.13788646353534592,0.01870327905697773
11453,Facebook,2,1,4,133.0,2,121.0,1,-0.13818656873699617,0.018667752767467568
11463,Email,3,1,9,359.3400077819824,3,274.0,1,-0.11935810907266899,0.015404368178601765
11467,Adwords,1,1,1,49.0,1,274.0,1,-0.2890391494791712,0.09943673686853764
11469,Adwords,2,1,4,186.0,2,183.0,1,-0.1560151823487409,0.021727442940889338
11471,Adwords,2,1,4,189.0,2,0.0,1,-0.14860924628433528,0.02046862357568263
11475,Organic,1,1,1,9.270000457763674,1,61.0,1,-0.021416470520616144,-0.09599893547235815
1148,Email,1,1,1,17.899999618530273,1,244.0,0,-0.07655179483497969,0.6656410886914936
11499,Email,1,1,1,88.94999694824217,1,305.0,0,-0.1960134036505979,0.5158414586178716
115,Organic,2,1,4,111.9800033569336,2,31.0,1,-0.1320422590464091,0.017630148618748877
1150,Email,2,1,4,334.05999755859375,2,213.0,1,-0.15673716356505524,0.021948409107349236
11508,Adwords,1,1,1,171.0,1,305.0,1,-0.24514685520917906,0.09854048701853661
11520,Adwords,3,3,3,274.3999938964844,3,61.0,1,-0.11541148185791121,0.014753557580642895
11523,Email,1,1,1,147.5,1,274.0,0,-0.15325163077293066,0.5676266297760771
11529,Email,5,2,17,1938.2799987792969,5,183.0,1,-0.11369785139946177,0.014504069834928317
11533,Email,9,3,33,2003.0599975585938,9,183.0,1,-0.11359525086757497,0.014487932852481672
11541,Email,2,1,4,66.15999984741211,2,31.0,1,-0.16628260676225065,0.0237492897308967
11542,Email,2,1,4,273.9799995422363,2,61.0,1,-0.17715993747198394,0.02564601912841934
11544,Email,2,1,4,156.05999755859375,2,305.0,1,-0.1457788610329378,0.0199596787412429
11577,Email,1,1,1,79.0,1,121.0,2,0.5941549561140943,0.23874289517857453
11582,Adwords,3,2,5,197.8599967956543,3,183.0,1,-0.12107716615896637,0.015690909568327405
11598,YouTube,1,1,1,13.489999771118164,1,61.0,1,-0.027940010946179622,-0.1116690589680728
1160,Email,1,1,1,38.0,1,92.0,2,0.73677517147479,0.055884335655691744
11611,Email,1,1,1,41.9900016784668,1,336.0,0,-0.20281126848646805,0.3986618826840645
11621,Adwords,2,2,2,78.98999977111816,2,31.0,1,-0.1333768461950901,0.004170625791204845
11626,Email,1,1,1,25.0,1,61.0,2,0.801335879502352,-0.1094513416064419
1163,Adwords,1,1,1,11.989999771118164,1,92.0,1,-0.19654832553851548,-0.5616129988899655
11638,Email,2,1,4,205.89999389648435,2,61.0,1,-0.18046912199788723,0.026240997053649906
11643,Adwords,1,1,1,93.38999938964845,1,92.0,1,-0.1966027870524632,-0.5611636155782186
11648,Adwords,1,1,1,12.989999771118164,1,31.0,1,-0.14834888600439494,-0.6235932592706882
11652,Facebook,1,1,1,31.950000762939453,1,244.0,1,-0.16616970497273773,0.12217381723107941
11657,Email,2,1,4,165.97999954223633,2,305.0,1,-0.14596426612174523,0.019990471902265668
11663,Facebook,1,1,1,21.07999992370605,1,152.0,1,-0.09758692872921382,0.02598203727324976
11688,Email,1,1,1,35.279998779296875,1,0.0,2,0.6422142088369679,-0.24058020567294763
11693,Email,1,1,1,45.0,1,305.0,0,-0.19700865832725012,0.5231480912137285
11695,Email,1,1,1,84.66000366210938,1,92.0,2,0.7299064451608119,0.05524950625790818
11703,Adwords,1,1,1,58.0,1,213.0,1,-0.29654976283459533,-0.02711338264448473
11722,Adwords,2,1,4,438.0,2,121.0,1,-0.14478505984743167,0.019813745762638897
11728,Adwords,1,1,1,79.5,1,92.0,1,-0.1973916716791606,-0.566808561559107
11733,Adwords,1,1,1,52.0,1,305.0,1,-0.2652834235592471,0.11161111313719026
11742,Organic,1,1,1,14.170000076293944,1,92.0,1,-0.03460107290029054,-0.06366509982044219
11746,Facebook,1,1,1,80.0,1,0.0,1,-0.036872233035300364,-0.11746969413958176
11749,Facebook,1,1,1,20.989999771118164,1,121.0,1,-0.06763151989877612,-0.028611826875784004
11751,Facebook,1,1,1,12.989999771118164,1,0.0,1,-0.037484480231674625,-0.11635055441957383
11765,Email,1,1,1,12.0,1,244.0,0,-0.0767039421923776,0.662795249651067
11769,Email,1,1,1,43.9900016784668,1,61.0,2,0.8079764962150747,-0.110436869422415
11770,Email,1,1,1,49.9900016784668,1,92.0,2,0.7386314067648798,0.055894111513766644
11782,Adwords,1,1,1,13.970000267028809,1,152.0,1,-0.25463994516210936,-0.2898443511362022
11783,Adwords,1,1,1,53.0,1,0.0,1,-0.13337158788597134,-0.5467425519779516
11791,Adwords,1,1,1,49.9900016784668,1,0.0,1,-0.1333642690452616,-0.546715398347803
11793,Adwords,1,1,1,54.02000045776367,1,274.0,1,-0.289056982608328,0.09944198190343163
11797,Adwords,3,1,9,1370.8199729919434,3,183.0,1,-0.11419501514902339,0.014582369293306825
11802,Email,2,1,4,107.9800033569336,2,213.0,1,-0.16118384764179988,0.022753373296159875
11806,Email,1,1,1,15.539999961853027,1,61.0,2,0.795526634837332,-0.10862166548048953
1182,Email,1,1,1,48.0,1,244.0,0,-0.07619203248238392,0.6729736536715776
11820,Email,2,1,4,723.0199737548828,2,61.0,1,-0.1231469824171652,0.01611852981431992
11821,Email,2,2,2,177.99000549316406,2,0.0,1,-0.11965286713435216,0.013075537108522618
1183,Email,1,1,1,25.0,1,121.0,2,0.5936442618062178,0.23903514123324018
11838,Adwords,1,1,1,12.989999771118164,1,183.0,1,-0.27899992206286867,-0.14239593199705375
11845,Adwords,1,1,1,12.739999771118164,1,152.0,1,-0.2545022224009078,-0.2895471676136563
11846,Adwords,1,1,1,45.09999847412109,1,152.0,1,-0.2566777272863803,-0.29424018635512694
11852,Adwords,2,1,4,217.0,2,92.0,1,-0.1626571566467545,0.02289725404264924
11866,Adwords,1,1,1,67.5,1,183.0,1,-0.28116224254157335,-0.14440481066168825
11887,Email,1,1,1,148.0,1,152.0,0,0.3626495124497219,0.39269176023552405
11889,Email,2,2,2,48.89999961853027,2,31.0,1,-0.11845517533387491,0.013548163173207513
11893,Email,2,1,4,247.87999725341797,2,121.0,1,-0.17811048092713527,0.025812610006641125
11906,Facebook,2,2,2,165.7699966430664,2,92.0,1,-0.1225509174378,0.01441666793042116
11907,Facebook,2,1,4,221.4000015258789,2,0.0,1,-0.13272141939047785,0.017727903760405783
