user_id,frequency,monetary,recency,probability,category-1,category-2,category-3,cluster
111,1,24.0,31.0,0.47649819135827765,Intimates,,,1
11108,1,129.99000549316406,92.0,0.49291791000331575,Outerwear & Coats,,,1
11116,2,875.8399906158447,183.0,0.6157607109225939,Socks,Tops & Tees,,1
11124,1,89.0,31.0,0.4096979462662025,Tops & Tees,,,1
11128,1,68.0,213.0,0.4577685307661581,Dresses,,,0
1113,1,75.5999984741211,92.0,0.44097670822211293,Sweaters,,,1
11141,1,34.5,31.0,0.3784060957277529,Jeans,,,2
11147,1,11.989999771118164,31.0,0.4647827413765622,Intimates,,,1
1115,1,44.650001525878906,183.0,0.4103613308652296,Fashion Hoodies & Sweatshirts,,,1
11150,1,299.9799995422363,152.0,0.49833574543232967,Sleep & Lounge,Suits & Sport Coats,,1
11151,2,250.95000076293945,31.0,0.5588077498734125,Socks,,,1
11153,2,284.3799934387207,121.0,0.4788390394055477,Fashion Hoodies & Sweatshirts,Jeans,Suits & Sport Coats,1
11166,1,64.98999786376953,183.0,0.4295046692691893,Tops & Tees,,,1
11168,1,159.96000289916992,183.0,0.4263927527121432,Active,Sweaters,,1
1118,1,52.0,121.0,0.5092495113021634,Intimates,,,1
11183,2,253.22999572753906,183.0,0.5559321327997604,Fashion Hoodies & Sweatshirts,Sweaters,Swim,1
11186,1,193.9599952697754,152.0,0.5120668252823016,Sweaters,Swim,,1
11190,1,36.950000762939446,92.0,0.3958290351683417,Sweaters,,,1
11194,1,28.950000762939453,31.0,0.404370856482657,Tops & Tees,,,1
11196,1,262.5,61.0,0.43432025467329444,Accessories,Sweaters,,1
11211,1,39.9900016784668,244.0,0.3901011863696886,Tops & Tees,,,0
11215,1,60.0,61.0,0.376330679396356,Intimates,,,2
11216,1,235.95999908447266,152.0,0.4076572861965889,Sweaters,Tops & Tees,,1
11222,1,178.0,31.0,0.42775743925645165,Suits & Sport Coats,,,1
11225,1,31.989999771118164,31.0,0.4125698733590916,Intimates,,,1
11231,1,34.9900016784668,61.0,0.45268893728305354,Pants,,,1
11233,1,39.9900016784668,31.0,0.47380781848477904,Swim,,,1
11236,1,68.0,152.0,0.4756429833233228,Tops & Tees,,,1
1125,2,95.98999977111816,31.0,0.5343509114986613,Outerwear & Coats,Sleep & Lounge,,1
11251,1,12.0600004196167,183.0,0.3740210772311628,Jumpsuits & Rompers,,,0
11257,1,79.0,0.0,0.39596127974306994,Sweaters,,,2
11267,1,183.89999389648438,244.0,0.46856538658881147,Shorts,Underwear,,1
1127,2,73.4900016784668,92.0,0.485577164238022,Jeans,Sweaters,,1
11276,1,119.4499969482422,31.0,0.3869006204099429,Outerwear & Coats,,,2
11280,2,182.3300018310547,0.0,0.5872575910273784,Blazers & Jackets,Plus,,1
11293,1,55.0,61.0,0.46078711088770785,Sleep & Lounge,,,1
11308,1,58.0,274.0,0.42609096808315744,Swim,,,1
11312,1,87.95999908447266,213.0,0.43960168698811386,Pants & Capris,Socks & Hosiery,,1
11325,1,169.0,336.0,0.535363738378344,Pants,Tops & Tees,,1
11329,2,55.69000244140625,61.0,0.5033582736525749,Fashion Hoodies & Sweatshirts,Plus,,1
11331,1,85.0,121.0,0.42239728852561786,Intimates,,,2
11337,1,64.98999786376953,121.0,0.3675359785745408,Fashion Hoodies & Sweatshirts,,,2
11343,1,30.399999618530277,0.0,0.4668736666369024,Accessories,,,1
11344,1,53.0,0.0,0.46435434937671854,Fashion Hoodies & Sweatshirts,,,1
1135,1,147.9800033569336,0.0,0.4241675308661158,Active,Underwear,,1
11352,1,93.88000106811522,336.0,0.5191404411585698,Intimates,Socks & Hosiery,,1
11353,1,42.9900016784668,61.0,0.4494784483215476,Plus,,,1
11355,1,11.630000114440918,305.0,0.4061159019509656,Dresses,,,0
11362,2,632.9200057983398,244.0,0.5956346639379531,Accessories,Shorts,Socks,1
11364,1,67.98999786376953,213.0,0.38349581936798,Swim,,,0
11369,1,27.0,92.0,0.39469440580478704,Intimates,,,1
11378,1,110.0,336.0,0.4494786553828718,Jeans,,,1
11384,1,25.0,61.0,0.4726756261958675,Underwear,,,1
11398,1,69.0,61.0,0.45263342444606985,Pants,,,1
114,1,34.95000076293945,244.0,0.4915308766924569,Sweaters,,,1
11403,2,257.0,336.0,0.548278699415188,Dresses,Jeans,,1
11406,3,372.9799995422363,152.0,0.5544020277317662,Jeans,Shorts,Sweaters,1
11413,1,136.0,92.0,0.390869865533107,Sleep & Lounge,,,2
11415,2,127.5,0.0,0.5433038427780263,Jumpsuits & Rompers,Sleep & Lounge,,1
11423,2,357.6800003051758,121.0,0.48319445421810253,Pants,,,1
11427,1,59.5,31.0,0.3796198039758987,Fashion Hoodies & Sweatshirts,,,2
11430,1,502.63999938964844,0.0,0.44841782369425476,Outerwear & Coats,Plus,,1
11453,1,133.0,121.0,0.48236111067156645,Active,Underwear,,1
11463,1,359.3400077819824,274.0,0.48443301130496186,Jeans,Plus,Socks & Hosiery,1
11467,1,49.0,274.0,0.42524986678884186,Shorts,,,1
11469,1,186.0,183.0,0.42757877934493027,Outerwear & Coats,Shorts,,1
11471,1,189.0,0.0,0.4491283585833328,Jeans,Plus,,1
11475,1,9.270000457763674,61.0,0.47886187382690754,Plus,,,1
1148,1,17.899999618530273,244.0,0.39233812543671165,Accessories,,,0
11499,1,88.94999694824217,305.0,0.41999997105575293,Accessories,,,0
115,1,111.9800033569336,31.0,0.5196246232551769,Accessories,Shorts,,1
1150,1,334.05999755859375,213.0,0.43765413420518506,Accessories,Blazers & Jackets,,1
11508,1,171.0,305.0,0.45583382679537543,Jeans,,,1
11520,3,274.3999938964844,61.0,0.622805412897399,Sweaters,,,1
11523,1,147.5,274.0,0.4097206563389001,Accessories,,,0
11529,2,1938.2799987792969,183.0,0.6657466401273715,Dresses,Leggings,Plus,1
11533,3,2003.0599975585938,183.0,0.6882596051246715,Intimates,,,1
11541,1,66.15999984741211,31.0,0.5083679876056295,Active,Plus,,1
11542,1,273.9799995422363,61.0,0.41412521469822566,Accessories,Outerwear & Coats,,1
11544,1,156.05999755859375,305.0,0.4395505858171841,Blazers & Jackets,Intimates,,1
11577,1,79.0,121.0,0.36555079646092115,Dresses,,,2
11582,2,197.8599967956543,183.0,0.584242985806248,Clothing Sets,Pants & Capris,Skirts,1
11598,1,13.489999771118164,61.0,0.4552422647142758,Sleep & Lounge,,,1
1160,1,38.0,92.0,0.3672404581657035,Intimates,,,2
11611,1,41.9900016784668,336.0,0.4091681678313963,Tops & Tees,,,0
11621,2,78.98999977111816,31.0,0.5436309476671107,Shorts,Tops & Tees,,1
11626,1,25.0,61.0,0.37517870410079546,Socks & Hosiery,,,2
1163,1,11.989999771118164,92.0,0.40524100472601676,Plus,,,1
11638,1,205.89999389648435,61.0,0.40479707502754053,Active,Fashion Hoodies & Sweatshirts,,1
11643,1,93.38999938964845,92.0,0.400341792631597,Swim,,,1
11648,1,12.989999771118164,31.0,0.4250245695595559,Accessories,,,1
11652,1,31.950000762939453,244.0,0.4728535871982231,Swim,,,1
11657,1,165.97999954223633,305.0,0.43088039645141,Fashion Hoodies & Sweatshirts,Swim,,1
11663,1,21.07999992370605,152.0,0.45608652238694775,Accessories,,,1
11688,1,35.279998779296875,0.0,0.37640323782859686,Fashion Hoodies & Sweatshirts,,,2
11693,1,45.0,305.0,0.407731542513686,Shorts,,,0
11695,1,84.66000366210938,92.0,0.36820183938711876,Suits & Sport Coats,,,2
11703,1,58.0,213.0,0.43363073157571946,Shorts,,,1
11722,1,438.0,121.0,0.4467734668772357,Shorts,Sweaters,,1
11728,1,79.5,92.0,0.39263807467598405,Jeans,,,1
11733,1,52.0,305.0,0.4440734311713554,Intimates,,,1
11742,1,14.170000076293944,92.0,0.4704021939106835,Pants & Capris,,,1
11746,1,80.0,0.0,0.47252963952640487,Sweaters,,,1
11749,1,20.989999771118164,121.0,0.46901015819228997,Tops & Tees,,,1
11751,1,12.989999771118164,0.0,0.4758636569365294,Leggings,,,1
11765,1,12.0,244.0,0.3919273501572887,Accessories,,,0
11769,1,43.9900016784668,61.0,0.36805017505782045,Pants,,,2
11770,1,49.9900016784668,92.0,0.4295067587520719,Fashion Hoodies & Sweatshirts,,,2
11782,1,13.970000267028809,152.0,0.4006637134874825,Swim,,,1
11783,1,53.0,0.0,0.4167246384365635,Shorts,,,1
11791,1,49.9900016784668,0.0,0.413922020534477,Intimates,,,1
11793,1,54.02000045776367,274.0,0.4264788145085952,Fashion Hoodies & Sweatshirts,,,1
11797,1,1370.8199729919434,183.0,0.5578407892499484,Outerwear & Coats,Suits & Sport Coats,Tops & Tees,1
11802,1,107.9800033569336,213.0,0.4174138029524225,Socks,Tops & Tees,,1
11806,1,15.539999961853027,61.0,0.3687039012375184,Socks & Hosiery,,,2
1182,1,48.0,244.0,0.3983549574438803,Swim,,,0
11820,1,723.0199737548828,61.0,0.46379518551742216,Intimates,Jeans,,1
11821,2,177.99000549316406,0.0,0.491641676249462,Sweaters,Underwear,,1
1183,1,25.0,121.0,0.36668773909357283,Maternity,,,2
11838,1,12.989999771118164,183.0,0.40933463349294436,Accessories,,,1
11845,1,12.739999771118164,152.0,0.4043192231126589,Intimates,,,1
11846,1,45.09999847412109,152.0,0.39939841898584216,Sleep & Lounge,,,1
11852,1,217.0,92.0,0.4226746900558874,Maternity,Shorts,,1
11866,1,67.5,183.0,0.40373007412184003,Swim,,,1
11887,1,148.0,152.0,0.3875424255692007,Suits,,,0
11889,2,48.89999961853027,31.0,0.48240960624382445,Underwear,,,1
11893,1,247.87999725341797,121.0,0.4137125677777291,Pants,Sweaters,,1
11906,2,165.7699966430664,92.0,0.5181149128037976,Maternity,Sweaters,,1
11907,1,221.4000015258789,0.0,0.5044901184860409,Active,Swim,,1
11912,1,158.0,31.0,0.48396719415947725,Dresses,,,1
11915,1,6.5,305.0,0.4418983102000279,Socks & Hosiery,,,1
1192,1,732.2000102996826,152.0,0.6248435917521526,Accessories,Active,Intimates,1
11926,1,158.5,121.0,0.40809736660212526,Shorts,Sleep & Lounge,,1
11929,1,84.45999908447266,31.0,0.38385437604041306,Fashion Hoodies & Sweatshirts,,,2
11930,1,14.699999809265137,0.0,0.3792700151005995,Socks,,,2
11936,1,22.93000030517578,61.0,0.4342089836902283,Socks,,,2
11961,1,15.899999618530272,183.0,0.4050377975182352,Leggings,,,1
11971,1,13.06999969482422,244.0,0.3933182627729281,Shorts,,,0
11983,1,69.5,92.0,0.37175243622077236,Shorts,,,2
1199,1,167.89999961853027,0.0,0.45022855420044977,Accessories,Shorts,,1
12,1,987.7200317382812,213.0,0.5978736664041882,Shorts,Suits & Sport Coats,Swim,1
120,1,29.989999771118164,31.0,0.38249258256505214,Fashion Hoodies & Sweatshirts,,,2
12023,1,35.0,305.0,0.4347933365555117,Maternity,,,1
12026,1,19.989999771118164,61.0,0.3982212970362651,Swim,,,1
12033,1,293.9799995422363,0.0,0.44339613724303495,Jeans,Pants & Capris,,1
12042,1,60.0,0.0,0.4808515723878507,Outerwear & Coats,,,1
12043,1,68.6500015258789,274.0,0.4683468110266468,Fashion Hoodies & Sweatshirts,,,1
12047,1,547.3500022888184,274.0,0.5346650894124209,Dresses,Jeans,Tops & Tees,1
12051,1,9.989999771118164,61.0,0.4552422647142758,Socks,,,1
12053,3,585.7400169372559,31.0,0.6747870933401637,Intimates,,,1
1206,1,725.9699993133545,336.0,0.6348630819163291,Socks,Sweaters,Underwear,1
1207,1,623.5200042724609,92.0,0.5359538958068136,Active,Jeans,Socks & Hosiery,1
12079,1,34.97999954223633,61.0,0.3674535359377831,Maternity,,,2
1208,1,37.0,274.0,0.4314939870372466,Intimates,,,1
12105,1,824.939998626709,121.0,0.49166775181472683,Blazers & Jackets,Intimates,Maternity,1
12106,1,38.299999237060554,0.0,0.3834230273693856,Intimates,,,2
12107,1,12.0,336.0,0.40921891281354805,Intimates,,,0
12123,1,16.0,0.0,0.4213653171978273,Accessories,,,2
12124,1,85.0,92.0,0.3753703449931946,Tops & Tees,,,2
12134,1,85.80000305175781,92.0,0.3995507061028043,Sweaters,,,1
12139,2,281.97999572753906,0.0,0.5277227859398441,Jeans,Shorts,Swim,1
12145,1,33.220001220703125,213.0,0.4213911394353063,Sleep & Lounge,,,1
12147,1,704.7899951934813,92.0,0.5315901396515597,Fashion Hoodies & Sweatshirts,Sleep & Lounge,Sweaters,1
12160,3,1309.4600019454956,31.0,0.689030284666129,Shorts,,,1
1217,3,206.95000076293945,0.0,0.5387273085464495,Active,Intimates,Outerwear & Coats,1
12174,1,39.9900016784668,31.0,0.40721763675277384,Plus,,,1
12176,1,626.9699993133545,274.0,0.5751594021483494,Intimates,Leggings,Tops & Tees,1
12190,1,11.779999732971191,0.0,0.4129162144474283,Tops & Tees,,,1
12196,2,82.4900016784668,213.0,0.5023864598382815,Pants,Underwear,,1
12205,2,270.8199996948242,31.0,0.5306201363733043,Intimates,,,1
12208,1,7.679999828338623,213.0,0.4436801077753371,Intimates,,,0
1221,1,617.0000038146973,31.0,0.5423591479759567,Active,,,1
12217,1,79.0,213.0,0.38724034978001337,Shorts,,,0
12222,1,11.949999809265137,121.0,0.36459906468618514,Intimates,,,2
12230,1,154.31999588012695,274.0,0.42107400550482893,Sleep & Lounge,Sweaters,,1
12233,1,401.9700050354004,92.0,0.46740683559164337,Pants,Sleep & Lounge,Tops & Tees,1
12247,1,181.0,0.0,0.41569588808314334,Blazers & Jackets,,,2
12253,1,10.6899995803833,152.0,0.42696283607978935,Socks,,,1
12260,1,16.489999771118164,0.0,0.4210910971155875,Intimates,,,1
12263,1,50.0,183.0,0.4531034137337111,Dresses,,,1
12270,1,49.5,0.0,0.4173421894145265,Swim,,,1
12271,2,86.38999938964844,274.0,0.5409783054074789,Plus,Sleep & Lounge,,1
12298,1,838.3200225830078,31.0,0.5513297869517717,Jeans,Sweaters,,1
12299,1,704.9199981689453,0.0,0.6087723644560539,Accessories,Active,Blazers & Jackets,1
12302,1,1856.0,305.0,0.547286361395418,Active,Intimates,,1
12314,1,55.4900016784668,0.0,0.4059475872797008,Active,,,1
12321,1,29.989999771118164,0.0,0.4809976658167522,Skirts,,,1
1233,1,45.0,92.0,0.47951021758017565,Fashion Hoodies & Sweatshirts,,,1
1234,1,98.0,121.0,0.5237174536483765,Jeans,,,1
12364,1,15.710000038146973,31.0,0.41864043667979806,Intimates,,,1
12374,1,29.0,121.0,0.3814387743395356,Socks,,,2
12375,3,371.9499988555908,0.0,0.5733227205103391,Blazers & Jackets,Jeans,Maternity,1
12379,1,25.0,183.0,0.43297194946351747,Swim,,,1
12381,1,40.0,274.0,0.4983376695828,Accessories,,,1
12382,1,632.3599853515625,121.0,0.46030531666215346,Jumpsuits & Rompers,Suits,,1
12385,2,311.7500057220459,31.0,0.5717384136984709,Fashion Hoodies & Sweatshirts,Jeans,Suits & Sport Coats,1
