user_id,frequency,monetary,recency,cluster,PCA1,PCA2
26666,4,211.11269931423962,0.0,0,112.22871175696058,-69.68638470000369
4576,1,10.140900379298628,0.0,0,-88.76277147481444,-70.58230105281055
20531,1,17.154279887848794,0.0,0,-81.75054575071664,-70.551021177815
11839,1,21.91999986767769,0.0,0,-76.98560978857999,-70.529765929179
79380,1,13.674999959766865,0.0,0,-85.22925329581523,-70.56653886669699
51645,1,128.7604996841401,0.0,0,29.837313493285716,-70.05325421686614
20596,1,16.512000024318695,0.0,0,-82.39271995156021,-70.55388576454084
61058,2,45.82549996860325,0.0,0,-53.06646024339559,-70.42328793219743
75438,16,383.92499634220815,0.0,2,285.22356530865324,-68.91733154816667
60960,4,87.33039781770707,0.0,0,-11.533226076836886,-70.23845733670478
51724,16,218.8617581170702,0.0,2,120.18748195196208,-69.65351835393496
92013,1,24.09320033927559,0.0,0,-74.8127668343406,-70.52007339236295
14774,1,23.514400698779525,0.0,0,-75.39147125540279,-70.52265485546216
75450,1,92.86200010031462,0.0,0,-6.0552803598384894,-70.21336256094482
91983,1,4.292419906983078,0.0,0,-94.610289802442,-70.60838544448858
28412,4,391.7210010048002,0.0,0,292.80730123100625,-68.8808664625906
71928,1,20.591999921947718,0.0,0,-78.31339126250359,-70.53568884725951
36073,9,193.67576875780105,0.0,0,94.88256070185234,-69.76486003005573
25765,1,21.895620692708636,0.0,0,-77.00998495288444,-70.52987466100289
85114,1,27.750000953674316,0.0,0,-71.15656780719222,-70.50376395609722
93609,4,70.38921790689855,0.0,0,-28.471618961795446,-70.3140154879842
23144,4,89.04152150495678,0.0,0,-9.822383889811714,-70.23082567568119
24672,2,60.3157004172273,0.0,0,-38.578643605310944,-70.35866122004809
98095,1,3.451679916243701,0.0,0,-95.45089148144042,-70.6121351691088
50340,9,591.1772398824303,0.0,2,492.3186381005868,-67.9919919980092
40960,1,42.57791904004097,0.0,0,-56.331089089938324,-70.43763101353791
19810,4,133.3158394990897,0.0,0,34.44465045174278,-70.03336093978882
46873,1,11.52500002644956,0.0,0,-87.37889952853888,-70.57612792844282
90482,16,251.27556321242687,0.0,2,152.5959545903605,-69.50895184783381
85432,4,86.56127933858454,0.0,0,-12.302218026810069,-70.24188762731637
71918,2,12.83921966090679,0.0,0,-86.04731391514369,-70.5704076942657
35900,8,232.34447914574434,1.0,0,133.52287058621985,-68.59226519848265
69150,1,63.90300005674362,1.0,0,-35.013973159513355,-69.34253049276882
18421,1,69.92999989539385,1.0,0,-28.987964834112883,-69.3156498995653
18733,1,8.654879831137954,1.0,0,-90.25300441138513,-69.5889387032882
32185,4,1138.5494462987608,1.0,2,1039.508427495155,-64.55000000105574
31097,1,39.23599997162819,1.0,0,-59.6769152293524,-69.45254602497216
75696,1,9.738000020384789,1.0,0,-89.17006240830847,-69.5841079559882
77067,1,14.674999937415125,1.0,0,-84.23387468655982,-69.56208879388961
44011,9,91.7801396051167,1.0,0,-7.0007622628360044,-69.21932743246263
11012,1,3.578879923696518,1.0,0,-95.32816925639108,-69.61157780935518
31102,1,61.379999734461315,1.0,0,-37.536558418195916,-69.35378314701325
11189,32,730.8852859004152,1.0,2,632.4036338502517,-66.37214817341886
3600,1,13.358380279178618,1.0,0,-85.55027774518274,-69.56796095555947
94535,4,175.44800036400557,1.0,0,76.5654232179518,-68.84546024245994
36035,4,35.64441992512524,1.0,0,-63.215157867008,-69.46898824557523
44062,1,28.837399424335352,1.0,0,-70.07380508301698,-69.49892408348893
44986,2,55.206650996158274,1.0,0,-43.691309383393296,-69.38145768384986
85666,16,419.7197654678726,1.0,2,321.0079889120247,-67.75769580087506
61261,4,49.10264038629144,1.0,0,-49.7591514433833,-69.40896419395014
97813,1,16.259999983012676,1.0,0,-82.64913539234574,-69.55501964794738
23247,17,572.865459920119,1.0,2,474.14607125742145,-67.07480280755976
86056,5,107.86107204119331,1.0,0,9.007195933468871,-69.14704111647531
42166,4,139.299297796727,1.0,0,40.42266754274497,-69.00668449906499
54926,2,25.400000030640513,1.0,0,-73.49305679985608,-69.51439620729639
11276,1,4.378000020980835,1.0,0,-94.52918062387958,-69.60801371066081
51365,1,94.12199993804096,1.0,0,-4.799944663578345,-69.20775288125861
96811,1,24.6399999409914,1.0,0,-74.27051404415856,-69.51764460631037
95781,4,69.45242046131371,1.0,0,-29.412719149531444,-69.31820358757524
21569,2,71.01910897494791,1.0,0,-27.881452742253707,-69.31093366495915
20282,4,35.32659931489229,1.0,0,-63.53292619196561,-69.47040573466833
79141,2,42.80018082680523,1.0,0,-56.09573854065327,-69.43679089882276
47775,1,62.265000133775175,1.0,0,-36.651703611987344,-69.34983601969357
79349,1,24.46399999409914,1.0,0,-74.44648503696357,-69.51842957115241
29333,1,12.221300304726507,1.0,0,-86.68717065643744,-69.57303236505861
95751,16,674.9460807589032,1.0,2,576.1923164346679,-66.61937906952734
12148,1,26.783999931067232,1.0,0,-72.12686676761426,-69.50808230448452
42914,1,28.6549998819828,1.0,0,-70.25617461847258,-69.49973759071138
65339,4,58.19600007683039,1.0,0,-40.66728771880741,-69.36840754732026
66422,1,7.9371302055743325,1.0,0,-90.9706359585876,-69.59213988733055
39269,4,85.77698010039747,1.0,0,-13.090845094919539,-69.24539558050175
80328,1,4.921699766899646,1.0,0,-93.98557032304397,-69.60558879410429
21241,1,3.761859953564927,1.0,0,-95.14521932891672,-69.61076171314166
66304,1,24.59599996358156,1.0,0,-74.31450678304813,-69.51784084747935
21157,1,7.237999986857176,1.0,0,-91.66965116205775,-69.59525802828105
96468,1,22.57200001180172,1.0,0,-76.33817376273183,-69.52686794567151
20585,9,233.01036265505792,1.0,0,134.2062267334851,-68.58943656213292
84119,1,38.1227482664343,1.0,0,-60.78998379138294,-69.4575111597028
21683,5,226.88300003064796,1.0,0,128.00954339832222,-68.61619988298742
6410,1,12.638900273761152,1.0,0,-86.26963938757096,-69.57116985714592
77468,4,195.08712071373046,1.0,0,96.20131269849442,-68.7578691989676
62623,1,19.17192067641199,1.0,0,-79.7376937445789,-69.54203239762458
94926,1,68.2129813841027,1.0,0,-30.70470087541073,-69.32330785167424
94962,2,41.48121983466923,1.0,0,-57.41448254799839,-69.44267350290937
30697,4,109.29100189571828,1.0,0,10.41930836378452,-69.14052236474274
30696,5,50.96969988193661,1.0,0,-47.87481691754116,-69.40077827803862
83419,1,74.48490185219646,1.0,0,-24.433812212927066,-69.29533490539568
78098,4,54.5809803831321,1.0,0,-44.281712698714365,-69.38453063947398
97351,4,129.06870290860832,1.0,0,30.19375570932282,-69.05231324749366
44386,4,448.1630012001842,1.0,0,349.23555918869585,-67.62914346890412
12574,1,17.190000023692846,1.0,0,-81.71928834774774,-69.55087182092863
78451,1,61.99379877983479,1.0,0,-36.922860350075226,-69.35104558555828
21875,16,585.651724343686,1.0,2,486.9126500044987,-67.01763447593584
67580,1,20.737500014714897,1.0,0,-78.17237196272183,-69.5350498685973
67559,4,91.73741795858173,1.0,0,-7.1313877997465465,-69.21881185565192
51133,8,296.2795425869907,1.0,0,197.44741594811944,-68.30711297053954
37633,1,22.25916086309046,1.0,0,-76.6509614456775,-69.52826321730247
51173,2,325.46642036038816,1.0,0,226.52399903021876,-68.17609131351034
4631,1,15.010450704711673,1.0,0,-83.89847910490941,-69.56059267378726
36770,1,17.44000005722046,1.0,0,-81.46932944220292,-69.54975681356476
37720,4,47.95379961564093,1.0,0,-50.907803216045345,-69.41408805693972
86504,4,29.867999978363514,1.0,0,-68.99062752389638,-69.49475124522984
13208,4,175.45440051466824,1.0,0,76.57182231571348,-68.84543169760329
93309,4,68.21643947177887,1.0,0,-30.648496805474053,-69.32371609845569
92587,1,27.978171005720196,1.0,0,-70.9328921483246,-69.50275626703097
93131,4,44.449920136930345,1.0,0,-54.411106264853544,-69.42971546052736
59545,1,12.599999979138374,1.0,0,-86.30853328263201,-69.57134335358249
16065,4,720.0431952466249,1.0,2,621.0710257053606,-66.41654995772079
92562,1,14.896000042557716,1.0,0,-84.01291093856643,-69.5611031270432
33364,1,12.825000006705524,1.0,0,-86.08357027024894,-69.57033984696663
43444,1,71.15535268952102,1.0,0,-27.76281362511322,-69.31018479074312
56987,1,43.72059925452024,1.0,0,-55.193053716450045,-69.4325445827569
16785,5,284.2720978414729,1.0,0,185.38920001910333,-68.36024285065507
1544,1,81.89415346903765,1.0,0,-17.02577950621455,-69.26228942937335
99164,5,476.06816221531096,1.0,2,377.1537116562286,-67.50482686882563
406,5,513.995121934441,1.0,2,415.07443193880795,-67.33567153400756
57080,1,5.1239999905228615,1.0,0,-93.7833033802168,-69.6046865292691
14438,1,25.572960299053186,1.0,0,-73.33770716918642,-69.51348357619068
55550,4,87.85766172881812,1.0,0,-11.010505763405863,-69.23611568039607
14304,1,5.334480253804923,1.0,0,-93.57285774344466,-69.60374778122096
16660,1,9.759999997913836,1.0,0,-89.14806605003771,-69.58400983545354
38536,4,177.177000163123,1.0,0,78.29413857601142,-68.83774885346156
35055,1,6.2579999566078195,1.0,0,-92.64948997063117,-69.59962885669616
45284,2,129.0858206816952,1.0,0,30.175706298894088,-69.05195445509686
90458,1,23.05000005289912,1.0,0,-75.86025235833374,-69.52473605169442
48838,1,16.578500072471797,1.0,0,-82.33068769994439,-69.55359912835733
88067,4,150.69599992781878,1.0,0,51.81749478061143,-68.95585487868195
3848,4,211.64230061351955,1.0,0,112.7537690740323,-68.68403261887627
33058,1,8.966100350232423,1.0,0,-89.94183509177242,-69.58755065079204
24686,2,34.01740935487129,1.0,0,-64.87706514208494,-69.47596231303491
74787,2,84.77224019207269,1.0,0,-14.13058407900191,-69.24959430285215
34488,16,242.97876438911888,1.0,2,144.29606383277917,-68.54596576595948
43749,1,28.99929915192424,1.0,0,-69.91193198986137,-69.49820200603189
91022,1,18.287999980151653,1.0,0,-80.62146902535801,-69.54597470943749
54310,1,54.463500055368065,1.0,0,-44.4519202507225,-69.38463093517372
15876,1,22.590620843810143,1.0,0,-76.31955599407203,-69.52678489622342
35319,1,11.511150469052048,1.0,0,-87.39720366400667,-69.57619965381876
72891,2,37.546150299530844,1.0,0,-61.34890471733502,-69.46022402659169
75550,4,112.95699701625104,1.0,0,14.084700384461154,-69.12417192071436
93698,10,288.0250692431706,1.0,2,189.22946493090606,-68.34421060648987
1003,1,11.333699870548397,1.0,0,-87.57462506977357,-69.57699108860884
72418,1,8.977009882839171,1.0,0,-89.93092735391373,-69.5875019939618
2604,1,25.650000013411045,1.0,0,-73.26068012877904,-69.51313997684147
24219,1,17.572499837726355,1.0,0,-81.33685145948887,-69.54916586072011
43827,4,37.58119945576527,1.0,0,-61.278696959666114,-69.46035015297831
33153,2,49.3000001385808,1.0,0,-49.59698852656165,-69.40780151712481
55845,1,13.169729896881131,1.0,0,-85.73889709224568,-69.56880234170846
75245,1,7.556250012712551,1.0,0,-91.35145349212169,-69.5938386239819
56434,4,140.8220005519688,1.0,0,41.94511979524949,-68.99989320083549
59819,4,168.28780130546244,1.0,0,69.4064020974255,-68.87739493688527
14906,16,510.6241234255482,1.0,2,411.8973920202249,-67.35225974112686
59698,1,21.26399999856949,1.0,0,-77.64595859438475,-69.53270166347592
64170,1,3.1365399518302093,2.0,0,-95.77489331455153,-68.61356061434473
19957,1,6.524559873911143,2.0,0,-92.38743076209614,-68.59844994772305
57664,2,37.37899998854846,2.0,0,-61.52048438658803,-68.46097947775246
1584,4,107.10656271253018,2.0,0,8.230771690369414,-68.15027498248713
63443,1,85.02500010002403,2.0,0,-13.899904793272007,-68.24833571900156
64111,2,181.57025328230864,2.0,0,82.64704772881366,-67.81788232708786
19665,5,55.688680732671344,2.0,0,-43.1610692518427,-68.37974144321745
30056,14,321.15425342920605,2.0,2,222.419070849992,-67.19702833822035
63416,2,31.258779809070084,2.0,0,-67.63969771696041,-68.48827583636613
41309,1,81.0540000423789,2.0,0,-17.870251574116523,-68.26604649385112
34085,1,14.545149871116877,2.0,0,-84.36816024746314,-68.5626778848827
89777,1,8.332499998155983,2.0,0,-90.57978806553272,-68.5903864825966
47396,4,62.45679956893323,2.0,0,-36.41164603545081,-68.34941421458048
52621,1,29.86200016736984,2.0,0,-69.0538297554942,-68.49436429055802
57270,9,214.19727044220596,2.0,0,115.39177264186223,-67.6733534522481
41965,1,12.667500022798777,2.0,0,-86.24550120002003,-68.57105225739016
14164,1,2.9151000274211167,2.0,0,-95.9962968094559,-68.61454824279775
92615,1,10.095959886678456,2.0,0,-88.81661828716317,-68.58252140060503
89907,8,271.42783530196346,2.0,0,172.5953402084153,-67.41796225813492
367,1,26.347749557890005,2.0,0,-72.56750222889714,-68.51003794968818
35144,1,3.419719911920576,2.0,0,-95.49175994093703,-68.61229762355092
57604,1,36.03600000590086,2.0,0,-62.88084561346356,-68.46682807311304
89996,4,37.23953974118739,2.0,0,-61.62475732363948,-68.46188392111499
43132,4,258.382122098853,2.0,0,159.48144444561362,-67.47558162221556
55692,5,120.28440022516845,2.0,0,21.424023475519384,-68.09164267022098
12158,1,18.20392991223715,2.0,0,-80.70998211923254,-68.54635962031668
14928,5,129.28168738503513,2.0,0,30.41983047449844,-68.05151450985029
51994,1,81.08560231489838,2.0,0,-17.838654500547225,-68.26590554680372
92114,1,6.533969891260117,2.0,0,-92.37802229280709,-68.59840797877412
92103,4,238.7939994186163,2.0,0,139.8965442448352,-67.5629452146303
39539,1,13.463999971747398,2.0,0,-85.44913228479862,-68.567499844633
56365,4,50.82300009485334,2.0,0,-48.04353161096883,-68.40130129595525
8067,16,268.3590428594789,2.0,2,169.6677100885865,-67.43277894752492
92143,1,8.65500002168119,2.0,0,-90.2573410971021,-68.58894812318518
80597,1,19.646599537489568,2.0,0,-79.26754983031437,-68.53992527215647
29095,1,16.382650369128584,2.0,0,-82.5309620401664,-68.55448257963621
92029,4,61.67999989166856,2.0,0,-37.18831791991755,-68.35287876355744
65687,1,17.535999953746796,2.0,0,-81.37780219529023,-68.54933860720622
14581,1,9.636000027414411,2.0,0,-89.27650247755265,-68.58457283485056
80188,1,26.544690865938957,2.0,0,-72.37059332003876,-68.50915958577112
21001,1,86.83263069337875,2.0,0,-12.092571576677198,-68.2402736343918
91637,1,21.99962119314179,2.0,0,-76.91491527474693,-68.52943072767034
56254,4,196.60599961178377,2.0,0,97.71548486639311,-67.75110491120178
65537,1,15.361499916762114,2.0,0,-83.55194450112243,-68.55903694012144
20440,1,9.487399581881613,2.0,0,-89.42507847654245,-68.58523559712584
56885,5,53.21086069728375,2.0,0,-45.63848165632581,-68.39079259207853
64893,2,46.093700246508405,2.0,0,-52.80721780060497,-68.422111663119
52464,4,79.4309597492078,2.0,0,-19.44027830667328,-68.27370897034753
39559,1,7.439999997150154,2.0,0,-91.47214123965949,-68.59436705835624
81710,2,35.86017981872678,2.0,0,-63.03905469240395,-68.46775345953897
29803,4,58.431999862194054,2.0,0,-40.43578361470638,-68.3673649374175
1533,1,25.208179136760236,2.0,0,-73.70688517712134,-68.5151204666514
41237,4,79.8374008432053,2.0,0,-19.0339040770761,-68.2718962313395
12346,1,43.05599979311228,2.0,0,-55.8620006998192,-68.43551867148363
92280,1,8.810999987550074,2.0,0,-90.10136679508541,-68.58825235883566
64532,1,119.33999994769692,2.0,0,20.409449828264314,-68.0952898294417
47764,1,14.32500001974404,2.0,0,-84.58827388156364,-68.56365975957276
20195,2,20.88239971266166,2.0,0,-78.01437077526937,-68.53455479103073
15262,4,79.45059972658157,2.0,0,-19.420641560309683,-68.2736213754817
81406,1,25.979999899864197,2.0,0,-72.93519138772463,-68.51167812377527
29598,1,19.448000021278858,2.0,0,-79.46611667453953,-68.54081103172982
15169,1,12.116489852914812,2.0,0,-86.796420722169,-68.57350977864853
42932,1,5.121589874241351,2.0,0,-93.79016995649283,-68.60470723440754
64748,1,5.924950134876369,2.0,0,-92.986941858188,-68.60112422446227
34939,4,104.6858626189021,2.0,0,5.810469830735165,-68.16107137475966
64853,1,17.35274090057075,2.0,0,-81.56103110016959,-68.55015594787177
20086,4,147.448866001475,2.0,0,48.566438189981675,-67.97034714564732
89159,5,189.74000038020313,2.0,0,90.86819735717313,-67.78186868922641
63099,20,468.65436006017717,2.0,2,370.00040505913944,-66.54002094609163
19491,4,119.40799982100725,2.0,0,20.530185065942792,-68.09541021799672
32743,1,15.5720000192523,2.0,0,-83.34147902840598,-68.55809810358986
85125,4,53.89815968075782,2.0,0,-44.9688779254387,-68.38758599546121
18262,1,8.583479888622165,2.0,0,-90.32884946424747,-68.5892671050425
53760,5,88.13533721985651,2.0,0,-10.719750626060971,-68.23502841896075
18294,1,26.8499999307096,2.0,0,-72.06533448224522,-68.50779789853182
87668,4,47.679459767573476,2.0,0,-51.18655478842805,-68.41532157652908
183,1,17.73200003802776,2.0,0,-81.18183435535731,-68.5484644411743
6171,4,138.11480331212357,2.0,0,39.23391106510315,-68.01197733459796
84850,9,209.75319253195212,2.0,0,110.94842583534971,-67.69317416797205
61713,2,54.07820045110881,2.0,0,-44.82403114137663,-68.38650056179512
61828,1,23.89403966693491,2.0,0,-75.02080845535362,-68.52098156660936
59487,1,5.269879795483203,2.0,0,-93.64190443070902,-68.60404585707954
61879,1,18.59253089507602,2.0,0,-80.32144506588321,-68.54462644871923
84587,2,75.55999974254519,2.0,0,-23.34576586175313,-68.29069111704798
87811,1,18.383869800706506,2.0,0,-80.53007183301773,-68.54555708322152
87861,1,30.39392097432345,2.0,0,-68.52199645584805,-68.49199190840919
53468,4,101.82032153876901,2.0,0,2.945400166235836,-68.1738517706689
18600,1,17.327999889850616,2.0,0,-81.5857680406988,-68.55026629349352
18626,1,9.341999989002943,2.0,0,-89.57045414945652,-68.58588408350595
46897,1,16.76699921692908,2.0,0,-82.14667642232861,-68.55276837268374
39912,1,11.033999964594841,2.0,0,-87.87873252801084,-68.5783377147882
85228,1,28.202999766916037,2.0,0,-70.7125572306249,-68.50176348021837
61323,2,49.25978994772866,2.0,0,-49.64164895884592,-68.40799081168666
86546,4,430.7120933997571,2.0,0,331.78306541393954,-66.70698497723087
17465,4,39.41197976175601,2.0,0,-59.4526746953261,-68.45219477593244
1750,16,641.1442447508073,2.0,2,542.391584374658,-65.77014618950443
8643,5,94.06120075364895,2.0,0,-4.794861967391694,-68.20859889659545
60618,2,19.84275956983283,2.0,0,-79.0538398849135,-68.53919161606898
46764,1,14.48516991760388,2.0,0,-84.42813033355948,-68.56294539720624
32105,1,39.99599899651109,2.0,0,-58.921498089847404,-68.44916636333991
17706,4,292.88599985837936,2.0,0,193.97964590633757,-67.32169333171834
35935,1,51.53280907559632,2.0,0,-47.386585953413515,-68.3977118574657
86549,1,50.03443867447268,2.0,0,-48.88470985476188,-68.40439463269367
17851,1,23.080000057816505,2.0,0,-75.83471414526183,-68.52461220675704
86563,1,85.73400022275746,2.0,0,-13.19102130950234,-68.24517355799432
61067,1,11.676000036299229,2.0,0,-87.2368380729639,-68.575474375942
85950,2,42.37999922409653,2.0,0,-56.520307874971735,-68.43867487684642
86574,1,41.21800007112324,2.0,0,-57.699698048965,-68.44371620328347
86653,1,119.33999994769692,2.0,0,20.409449828264314,-68.0952898294417
46849,2,36.8989999499172,2.0,0,-62.000405459496555,-68.46312029177626
86828,1,40.61000001616776,2.0,0,-58.30759808067069,-68.44642790107383
32626,1,15.50000002607703,2.0,0,-83.41346717672491,-68.55841922563715
41083,1,30.503000054508448,2.0,0,-68.41293532047078,-68.49150541256385
13728,2,26.90190041998624,2.0,0,-71.99586034749815,-68.50770764416934
62246,14,447.25711317579567,2.0,2,348.5011851743787,-66.63460594475885
41902,1,57.13069917682111,2.0,0,-41.789616771776345,-68.37274510607406
33333,4,62.0776015588805,2.0,0,-36.79078166291496,-68.35110544864794
58799,1,5.666219892932773,2.0,0,-93.24562953592556,-68.60227816880762
16070,1,15.818669887887237,2.0,0,-83.09484973990205,-68.55699794885751
3534,2,189.4409354325062,2.0,0,90.51643505806457,-67.78277885757113
83413,1,46.727999955415726,2.0,0,-52.190604625272755,-68.41914144479564
52995,1,6.25632012503624,2.0,0,-92.65562638233783,-68.59964630474371
83335,1,13.416000378705562,2.0,0,-85.49712398133578,-68.5677139242031
83310,1,13.425000011920927,2.0,0,-85.48812582866725,-68.56767378557926
127,1,10.493999936714765,2.0,0,-88.41864371945542,-68.5807461304955
14012,1,28.92750014550984,2.0,0,-69.98817604097152,-68.4985321876227
60145,4,104.93915934067607,2.0,0,6.0637248821818535,-68.15994166407108
83102,9,366.79799894057214,2.0,2,267.96739650304926,-66.99274979949598
83039,5,79.76630092677549,2.0,0,-19.087410113003887,-68.27235456233593
55252,4,89.66982153431357,2.0,0,-9.203100936267044,-68.22804335131974
19434,4,231.1871169981706,2.0,0,132.290913247139,-67.59687212973981
30507,2,33.47560015375316,2.0,0,-65.42324206562442,-68.47838875365736
14043,1,33.15799994021654,2.0,0,-65.7583722138626,-68.4796640364574
19472,3,98.71495298373998,2.0,0,-0.17703970240271172,-68.18756058071956
82935,4,96.68600006774068,2.0,0,-2.188076647765233,-68.19675099259248
62944,16,350.84087352656843,2.0,2,252.13597151224482,-67.06490760254438
88586,1,10.800000047311189,2.0,0,-88.11269394952139,-68.5793813611719
83758,2,50.15074917337112,2.0,0,-48.75083630660663,-68.40401710782959
8858,2,176.08800053503364,2.0,0,77.16569687740443,-67.84233333254387
18678,1,18.527999937534332,2.0,0,-80.38596540731389,-68.54491425865206
94506,1,28.845000118017197,2.0,0,-70.07066249622716,-68.49890014012604
16593,1,18.996200585673748,2.0,0,-79.91784178375694,-68.54282607025034
59288,2,34.743000000715256,2.0,0,-64.1560507210308,-68.4727361137661
18720,1,112.46815768160684,2.0,0,13.538738062064636,-68.12593844425147
88200,17,779.6297689564598,2.0,2,680.8719082460564,-65.1526379785423
59153,2,65.25136073779628,2.0,0,-33.65270897261888,-68.33666794448892
43217,16,209.12935799240262,2.0,2,110.44776921004457,-67.69694505124258
18755,9,233.737499948591,2.0,0,134.9287875477864,-67.5862034647708
63341,1,51.76500006206335,2.0,0,-47.15443316512895,-68.39667627896563
93115,1,13.819469811240882,2.0,0,-85.0937209243271,-68.56591443889094
39389,1,22.69999999552965,2.0,0,-76.21465169301297,-68.52630701800064
84043,1,23.087999910116196,2.0,0,-75.82671560903314,-68.52457652718493
88457,1,5.940000023692848,2.0,0,-92.97189444525748,-68.60105710152385
31028,9,360.34143046455057,2.0,2,261.511890209434,-67.02154628121835
88512,1,7.412500027567148,2.0,0,-91.49963668517,-68.59448970901416
36419,1,16.141399838349223,2.0,0,-82.77217288236038,-68.55555856396533
46996,10,189.63360284711385,2.0,0,90.84972824634035,-67.78304934188145
30982,1,3.926069893004671,2.0,0,-94.98549326045502,-68.61003928802337
83791,1,12.610649942554907,2.0,0,-86.30234192774869,-68.5713058103886
12914,4,125.30278156886602,2.0,0,26.42399705200235,-68.0691193212936
66092,1,151.7399996635504,2.0,0,52.804119358308895,-67.95078489573154
56018,1,15.970500006806104,2.0,0,-82.94304459884592,-68.55632078214572
98198,1,17.866320853404996,2.0,0,-81.04753563735385,-68.54786536646156
452,4,77.2460817266466,2.0,0,-21.624796890779795,-68.28345358937788
74613,1,26.344730826449094,2.0,0,-72.57052046372077,-68.51005141331754
70669,4,53.43542185635299,2.0,0,-45.43153962396061,-68.38964981951145
9736,9,687.0628506367017,2.0,2,588.1795608170006,-65.56435931894308
70491,4,127.48000014573336,2.0,0,28.600857450485016,-68.05940886361205
22125,16,308.2902006296099,2.0,2,209.59229870771912,-67.25468483156358
509,1,13.242479854710847,2.0,0,-85.67061595913783,-68.56848783074744
70731,2,48.02879960199893,2.0,0,-50.87243679200377,-68.4134810641517
50883,1,5.11200001090765,2.0,0,-93.7997582421798,-68.60475000547474
48060,1,14.39199995994568,2.0,0,-84.52128496365007,-68.56336093790601
68071,1,14.906000012531877,2.0,0,-84.00736947019381,-68.56106848283883
23911,1,43.052000053226955,2.0,0,-55.86599978169968,-68.43553651043894
68206,1,8.1066999068439,2.0,0,-90.8055510100407,-68.59139355751982
